,ano,mes,estado,numero,encontro
1782,2006,Junho,Espirito Santo,73 Fires,1/1/2006
1783,2007,Junho,Espirito Santo,184 Fires,1/1/2007
1784,2008,Junho,Espirito Santo,48 Fires,1/1/2008
1785,2009,Junho,Espirito Santo,173 Fires,1/1/2009
1786,2010,Junho,Espirito Santo,139 Fires,1/1/2010
1787,2011,Junho,Espirito Santo,304 Fires,1/1/2011
1788,2012,Junho,Espirito Santo,219 Fires,1/1/2012
1789,2013,Junho,Espirito Santo,144 Fires,1/1/2013
1790,2014,Junho,Espirito Santo,376 Fires,1/1/2014
1791,2015,Junho,Espirito Santo,200 Fires,1/1/2015
1792,2016,Junho,Espirito Santo,263 Fires,1/1/2016
1793,2017,Junho,Espirito Santo,360 Fires,1/1/2017
1794,1998,Julho,Espirito Santo,232 Fires,1/1/1998
1795,1999,Julho,Espirito Santo,318 Fires,1/1/1999
1796,2000,Julho,Espirito Santo,345 Fires,1/1/2000
1797,2001,Julho,Espirito Santo,266 Fires,1/1/2001
1798,2002,Julho,Espirito Santo,741 Fires,1/1/2002
1799,2003,Julho,Espirito Santo,407 Fires,1/1/2003
1800,2004,Julho,Espirito Santo,625 Fires,1/1/2004
1801,2005,Julho,Espirito Santo,467 Fires,1/1/2005
1802,2006,Julho,Espirito Santo,336 Fires,1/1/2006
1803,2007,Julho,Espirito Santo,446 Fires,1/1/2007
1804,2008,Julho,Espirito Santo,,1/1/2008
1805,2009,Julho,Espirito Santo,477 Fires,1/1/2009
1806,2010,Julho,Espirito Santo,707 Fires,1/1/2010
1807,2011,Julho,Espirito Santo,801 Fires,1/1/2011
1808,2012,Julho,Espirito Santo,669 Fires,1/1/2012
1809,2013,Julho,Espirito Santo,462 Fires,1/1/2013
1810,2014,Julho,Espirito Santo,559 Fires,1/1/2014
1811,2015,Julho,Espirito Santo,288 Fires,1/1/2015
1812,2016,Julho,Espirito Santo,1.004 Fires,1/1/2016
1813,2017,Julho,Espirito Santo,610 Fires,1/1/2017
1814,1998,Agosto,Espirito Santo,875 Fires,1/1/1998
1815,1999,Agosto,Espirito Santo,,1/1/1999
1816,2000,Agosto,Espirito Santo,769 Fires,1/1/2000
1817,2001,Agosto,Espirito Santo,858 Fires,1/1/2001
1818,2002,Agosto,Espirito Santo,2.041 Fires,1/1/2002
1819,2003,Agosto,Espirito Santo,1.955 Fires,1/1/2003
1820,2004,Agosto,Espirito Santo,1.642 Fires,1/1/2004
1821,2005,Agosto,Espirito Santo,1.029 Fires,1/1/2005
1822,2006,Agosto,Espirito Santo,959 Fires,1/1/2006
1823,2007,Agosto,Espirito Santo,2.975 Fires,1/1/2007
1824,2008,Agosto,Espirito Santo,605 Fires,1/1/2008
1825,2009,Agosto,Espirito Santo,685 Fires,1/1/2009
1826,2010,Agosto,Espirito Santo,3.353 Fires,1/1/2010
1827,2011,Agosto,Espirito Santo,2.742 Fires,1/1/2011
1828,2012,Agosto,Espirito Santo,901 Fires,1/1/2012
1829,2013,Agosto,Espirito Santo,911 Fires,1/1/2013
1830,2014,Agosto,Espirito Santo,1.952 Fires,1/1/2014
1831,2015,Agosto,Espirito Santo,1.059 Fires,1/1/2015
1832,2016,Agosto,Espirito Santo,1.433 Fires,1/1/2016
1833,2017,Agosto,Espirito Santo,2.142 Fires,1/1/2017
1834,1998,Setembro,Espirito Santo,1.981 Fires,1/1/1998
1835,1999,Setembro,Espirito Santo,,1/1/1999
1836,2000,Setembro,Espirito Santo,1.08 Fires,1/1/2000
1837,2001,Setembro,Espirito Santo,1.597 Fires,1/1/2001
1838,2002,Setembro,Espirito Santo,3.1 Fires,1/1/2002
1839,2003,Setembro,Espirito Santo,7.091 Fires,1/1/2003
1840,2004,Setembro,Espirito Santo,4.339 Fires,1/1/2004
1841,2005,Setembro,Espirito Santo,,1/1/2005
1842,2006,Setembro,Espirito Santo,2.78 Fires,1/1/2006
1843,2007,Setembro,Espirito Santo,5.088 Fires,1/1/2007
1844,2008,Setembro,Espirito Santo,2.552 Fires,1/1/2008
1845,2009,Setembro,Espirito Santo,1.31 Fires,1/1/2009
1846,2010,Setembro,Espirito Santo,,1/1/2010
1847,2011,Setembro,Espirito Santo,5.978 Fires,1/1/2011
1848,2012,Setembro,Espirito Santo,3.219 Fires,1/1/2012
1849,2013,Setembro,Espirito Santo,1.656 Fires,1/1/2013
1850,2014,Setembro,Espirito Santo,3.454 Fires,1/1/2014
1851,2015,Setembro,Espirito Santo,3.088 Fires,1/1/2015
1852,2016,Setembro,Espirito Santo,2.093 Fires,1/1/2016
1853,2017,Setembro,Espirito Santo,4.697 Fires,1/1/2017
1854,1998,Outubro,Espirito Santo,1.093 Fires,1/1/1998
1855,1999,Outubro,Espirito Santo,1.363 Fires,1/1/1999
1856,2000,Outubro,Espirito Santo,1.954 Fires,1/1/2000
1857,2001,Outubro,Espirito Santo,528 Fires,1/1/2001
1858,2002,Outubro,Espirito Santo,4.788 Fires,1/1/2002
1859,2003,Outubro,Espirito Santo,5.391 Fires,1/1/2003
1860,2004,Outubro,Espirito Santo,2.736 Fires,1/1/2004
1861,2005,Outubro,Espirito Santo,6.546 Fires,1/1/2005
1862,2006,Outubro,Espirito Santo,616 Fires,1/1/2006
1863,2007,Outubro,Espirito Santo,3.467 Fires,1/1/2007
1864,2008,Outubro,Espirito Santo,3.787 Fires,1/1/2008
1865,2009,Outubro,Espirito Santo,1.013 Fires,1/1/2009
1866,2010,Outubro,Espirito Santo,2.048 Fires,1/1/2010
1867,2011,Outubro,Espirito Santo,1.206 Fires,1/1/2011
1868,2012,Outubro,Espirito Santo,3.97 Fires,1/1/2012
1869,2013,Outubro,Espirito Santo,1.221 Fires,1/1/2013
1870,2014,Outubro,Espirito Santo,4.735 Fires,1/1/2014
1871,2015,Outubro,Espirito Santo,3.708 Fires,1/1/2015
1872,2016,Outubro,Espirito Santo,948 Fires,1/1/2016
1873,2017,Outubro,Espirito Santo,3.062 Fires,1/1/2017
1874,1998,Novembro,Espirito Santo,32 Fires,1/1/1998
1875,1999,Novembro,Espirito Santo,271 Fires,1/1/1999
1876,2000,Novembro,Espirito Santo,43 Fires,1/1/2000
1877,2001,Novembro,Espirito Santo,62 Fires,1/1/2001
1878,2002,Novembro,Espirito Santo,417 Fires,1/1/2002
1879,2003,Novembro,Espirito Santo,399 Fires,1/1/2003
1880,2004,Novembro,Espirito Santo,914 Fires,1/1/2004
1881,2005,Novembro,Espirito Santo,422 Fires,1/1/2005
1882,2006,Novembro,Espirito Santo,59 Fires,1/1/2006
1883,2007,Novembro,Espirito Santo,1.305 Fires,1/1/2007
1884,2008,Novembro,Espirito Santo,892 Fires,1/1/2008
1885,2009,Novembro,Espirito Santo,246 Fires,1/1/2009
1886,2010,Novembro,Espirito Santo,82 Fires,1/1/2010
1887,2011,Novembro,Espirito Santo,153 Fires,1/1/2011
1888,2012,Novembro,Espirito Santo,220 Fires,1/1/2012
1889,2013,Novembro,Espirito Santo,277 Fires,1/1/2013
1890,2014,Novembro,Espirito Santo,398 Fires,1/1/2014
1891,2015,Novembro,Espirito Santo,1.453 Fires,1/1/2015
1892,2016,Novembro,Espirito Santo,126 Fires,1/1/2016
1893,2017,Novembro,Espirito Santo,136 Fires,1/1/2017
1894,1998,Dezembro,Espirito Santo,21 Fires,1/1/1998
1895,1999,Dezembro,Espirito Santo,32 Fires,1/1/1999
1896,2000,Dezembro,Espirito Santo,14 Fires,1/1/2000
1897,2001,Dezembro,Espirito Santo,44 Fires,1/1/2001
1898,2002,Dezembro,Espirito Santo,225 Fires,1/1/2002
1899,2003,Dezembro,Espirito Santo,225 Fires,1/1/2003
1900,2004,Dezembro,Espirito Santo,125 Fires,1/1/2004
1901,2005,Dezembro,Espirito Santo,65 Fires,1/1/2005
1902,2006,Dezembro,Espirito Santo,32 Fires,1/1/2006
1903,2007,Dezembro,Espirito Santo,95 Fires,1/1/2007
1904,2008,Dezembro,Espirito Santo,25 Fires,1/1/2008
1905,2009,Dezembro,Espirito Santo,108 Fires,1/1/2009
1906,2010,Dezembro,Espirito Santo,105 Fires,1/1/2010
1907,2011,Dezembro,Espirito Santo,43 Fires,1/1/2011
1908,2012,Dezembro,Espirito Santo,189 Fires,1/1/2012
1909,2013,Dezembro,Espirito Santo,98 Fires,1/1/2013
1910,2014,Dezembro,Espirito Santo,155 Fires,1/1/2014
1911,2015,Dezembro,Espirito Santo,295 Fires,1/1/2015
1912,2016,Dezembro,Espirito Santo,91 Fires,1/1/2016
1913,1998,Janeiro,Goias,0 Fires,1/1/1998
1914,1999,Janeiro,Goias,11 Fires,1/1/1999
1915,2000,Janeiro,Goias,14 Fires,1/1/2000
1916,2001,Janeiro,Goias,11 Fires,1/1/2001
1917,2002,Janeiro,Goias,22 Fires,1/1/2002
1918,2003,Janeiro,Goias,45 Fires,1/1/2003
1919,2004,Janeiro,Goias,37 Fires,1/1/2004
1920,2005,Janeiro,Goias,46 Fires,1/1/2005
1921,2006,Janeiro,Goias,41 Fires,1/1/2006
1922,2007,Janeiro,Goias,9 Fires,1/1/2007
1923,2008,Janeiro,Goias,25 Fires,1/1/2008
1924,2009,Janeiro,Goias,21 Fires,1/1/2009
1925,2010,Janeiro,Goias,2 Fires,1/1/2010
1926,2011,Janeiro,Goias,9 Fires,1/1/2011
1927,2012,Janeiro,Goias,14 Fires,1/1/2012
1928,2013,Janeiro,Goias,18 Fires,1/1/2013
1929,2014,Janeiro,Goias,58 Fires,1/1/2014
1930,2015,Janeiro,Goias,28 Fires,1/1/2015
1931,2016,Janeiro,Goias,53 Fires,1/1/2016
1932,2017,Janeiro,Goias,46 Fires,1/1/2017
1933,1998,Fevereiro,Goias,0 Fires,1/1/1998
1934,1999,Fevereiro,Goias,2 Fires,1/1/1999
1935,2000,Fevereiro,Goias,8 Fires,1/1/2000
1936,2001,Fevereiro,Goias,0 Fires,1/1/2001
1937,2002,Fevereiro,Goias,5 Fires,1/1/2002
1938,2003,Fevereiro,Goias,43 Fires,1/1/2003
1939,2004,Fevereiro,Goias,29 Fires,1/1/2004
1940,2005,Fevereiro,Goias,46 Fires,1/1/2005
1941,2006,Fevereiro,Goias,18 Fires,1/1/2006
1942,2007,Fevereiro,Goias,14 Fires,1/1/2007
1943,2008,Fevereiro,Goias,29 Fires,1/1/2008
1944,2009,Fevereiro,Goias,7 Fires,1/1/2009
1945,2010,Fevereiro,Goias,15 Fires,1/1/2010
1946,2011,Fevereiro,Goias,1 Fires,1/1/2011
1947,2012,Fevereiro,Goias,13 Fires,1/1/2012
1948,2013,Fevereiro,Goias,12 Fires,1/1/2013
1949,2014,Fevereiro,Goias,27 Fires,1/1/2014
1950,2015,Fevereiro,Goias,23 Fires,1/1/2015
1951,2016,Fevereiro,Goias,10 Fires,1/1/2016
1952,2017,Fevereiro,Goias,31 Fires,1/1/2017
1953,1998,Março,Goias,0 Fires,1/1/1998
1954,1999,Março,Goias,7 Fires,1/1/1999
1955,2000,Março,Goias,46 Fires,1/1/2000
1956,2001,Março,Goias,1 Fires,1/1/2001
1957,2002,Março,Goias,12 Fires,1/1/2002
1958,2003,Março,Goias,58 Fires,1/1/2003
1959,2004,Março,Goias,73 Fires,1/1/2004
1960,2005,Março,Goias,92 Fires,1/1/2005
1961,2006,Março,Goias,48 Fires,1/1/2006
1962,2007,Março,Goias,23 Fires,1/1/2007
1963,2008,Março,Goias,14 Fires,1/1/2008
1964,2009,Março,Goias,33 Fires,1/1/2009
1965,2010,Março,Goias,9 Fires,1/1/2010
1966,2011,Março,Goias,8 Fires,1/1/2011
1967,2012,Março,Goias,65 Fires,1/1/2012
1968,2013,Março,Goias,14 Fires,1/1/2013
1969,2014,Março,Goias,15 Fires,1/1/2014
1970,2015,Março,Goias,37 Fires,1/1/2015
1971,2016,Março,Goias,21 Fires,1/1/2016
1972,2017,Março,Goias,12 Fires,1/1/2017
1973,1998,Abril,Goias,0 Fires,1/1/1998
1974,1999,Abril,Goias,0 Fires,1/1/1999
1975,2000,Abril,Goias,7 Fires,1/1/2000
1976,2001,Abril,Goias,1 Fires,1/1/2001
1977,2002,Abril,Goias,7 Fires,1/1/2002
1978,2003,Abril,Goias,120 Fires,1/1/2003
1979,2004,Abril,Goias,59 Fires,1/1/2004
1980,2005,Abril,Goias,25 Fires,1/1/2005
1981,2006,Abril,Goias,30 Fires,1/1/2006
1982,2007,Abril,Goias,2 Fires,1/1/2007
1983,2008,Abril,Goias,31 Fires,1/1/2008
1984,2009,Abril,Goias,57 Fires,1/1/2009
1985,2010,Abril,Goias,19 Fires,1/1/2010
1986,2011,Abril,Goias,5 Fires,1/1/2011
1987,2012,Abril,Goias,40 Fires,1/1/2012
1988,2013,Abril,Goias,46 Fires,1/1/2013
1989,2014,Abril,Goias,34 Fires,1/1/2014
1990,2015,Abril,Goias,32 Fires,1/1/2015
1991,2016,Abril,Goias,36 Fires,1/1/2016
1992,2017,Abril,Goias,26 Fires,1/1/2017
1993,1998,Maio,Goias,0 Fires,1/1/1998
1994,1999,Maio,Goias,1 Fires,1/1/1999
1995,2000,Maio,Goias,0 Fires,1/1/2000
1996,2001,Maio,Goias,2 Fires,1/1/2001
1997,2002,Maio,Goias,3 Fires,1/1/2002
1998,2003,Maio,Goias,84 Fires,1/1/2003
1999,2004,Maio,Goias,2 Fires,1/1/2004
2000,2005,Maio,Goias,21 Fires,1/1/2005
2001,2006,Maio,Goias,33 Fires,1/1/2006
2002,2007,Maio,Goias,2 Fires,1/1/2007
2003,2008,Maio,Goias,15 Fires,1/1/2008
2004,2009,Maio,Goias,33 Fires,1/1/2009
2005,2010,Maio,Goias,1 Fires,1/1/2010
2006,2011,Maio,Goias,16 Fires,1/1/2011
2007,2012,Maio,Goias,60 Fires,1/1/2012
2008,2013,Maio,Goias,52 Fires,1/1/2013
2009,2014,Maio,Goias,42 Fires,1/1/2014
2010,2015,Maio,Goias,70 Fires,1/1/2015
2011,2016,Maio,Goias,26 Fires,1/1/2016
2012,2017,Maio,Goias,36 Fires,1/1/2017
2013,1998,Junho,Goias,2 Fires,1/1/1998
2014,1999,Junho,Goias,0 Fires,1/1/1999
2015,2000,Junho,Goias,2 Fires,1/1/2000
2016,2001,Junho,Goias,1 Fires,1/1/2001
2017,2002,Junho,Goias,0 Fires,1/1/2002
2018,2003,Junho,Goias,68 Fires,1/1/2003
2019,2004,Junho,Goias,127 Fires,1/1/2004
2020,2005,Junho,Goias,58 Fires,1/1/2005
2021,2006,Junho,Goias,32 Fires,1/1/2006
2022,2007,Junho,Goias,11 Fires,1/1/2007
2023,2008,Junho,Goias,2 Fires,1/1/2008
2024,2009,Junho,Goias,14 Fires,1/1/2009
2025,2010,Junho,Goias,1 Fires,1/1/2010
2026,2011,Junho,Goias,26 Fires,1/1/2011
2027,2012,Junho,Goias,42 Fires,1/1/2012
2028,2013,Junho,Goias,31 Fires,1/1/2013
2029,2014,Junho,Goias,3 Fires,1/1/2014
2030,2015,Junho,Goias,104 Fires,1/1/2015
2031,2016,Junho,Goias,79 Fires,1/1/2016
2032,2017,Junho,Goias,70 Fires,1/1/2017
2033,1998,Julho,Goias,0 Fires,1/1/1998
2034,1999,Julho,Goias,2 Fires,1/1/1999
2035,2000,Julho,Goias,21 Fires,1/1/2000
2036,2001,Julho,Goias,5 Fires,1/1/2001
2037,2002,Julho,Goias,82 Fires,1/1/2002
2038,2003,Julho,Goias,43 Fires,1/1/2003
2039,2004,Julho,Goias,94 Fires,1/1/2004
2040,2005,Julho,Goias,90 Fires,1/1/2005
2041,2006,Julho,Goias,74 Fires,1/1/2006
2042,2007,Julho,Goias,12 Fires,1/1/2007
2043,2008,Julho,Goias,46 Fires,1/1/2008
2044,2009,Julho,Goias,26 Fires,1/1/2009
2045,2010,Julho,Goias,31 Fires,1/1/2010
2046,2011,Julho,Goias,31 Fires,1/1/2011
2047,2012,Julho,Goias,42 Fires,1/1/2012
2048,2013,Julho,Goias,69 Fires,1/1/2013
2049,2014,Julho,Goias,82 Fires,1/1/2014
2050,2015,Julho,Goias,45 Fires,1/1/2015
2051,2016,Julho,Goias,480 Fires,1/1/2016
2052,2017,Julho,Goias,591 Fires,1/1/2017
2053,1998,Agosto,Goias,0 Fires,1/1/1998
2054,1999,Agosto,Goias,51 Fires,1/1/1999
2055,2000,Agosto,Goias,69 Fires,1/1/2000
2056,2001,Agosto,Goias,24 Fires,1/1/2001
2057,2002,Agosto,Goias,702 Fires,1/1/2002
2058,2003,Agosto,Goias,1.513 Fires,1/1/2003
2059,2004,Agosto,Goias,728 Fires,1/1/2004
2060,2005,Agosto,Goias,391 Fires,1/1/2005
2061,2006,Agosto,Goias,728 Fires,1/1/2006
2062,2007,Agosto,Goias,462 Fires,1/1/2007
2063,2008,Agosto,Goias,,1/1/2008
2064,2009,Agosto,Goias,759 Fires,1/1/2009
2065,2010,Agosto,Goias,511 Fires,1/1/2010
2066,2011,Agosto,Goias,175 Fires,1/1/2011
2067,2012,Agosto,Goias,398 Fires,1/1/2012
2068,2013,Agosto,Goias,236 Fires,1/1/2013
2069,2014,Agosto,Goias,459 Fires,1/1/2014
2070,2015,Agosto,Goias,379 Fires,1/1/2015
2071,2016,Agosto,Goias,,1/1/2016
2072,2017,Agosto,Goias,713 Fires,1/1/2017
2073,1998,Setembro,Goias,6 Fires,1/1/1998
2074,1999,Setembro,Goias,101 Fires,1/1/1999
2075,2000,Setembro,Goias,36 Fires,1/1/2000
2076,2001,Setembro,Goias,18 Fires,1/1/2001
2077,2002,Setembro,Goias,416 Fires,1/1/2002
2078,2003,Setembro,Goias,1.339 Fires,1/1/2003
2079,2004,Setembro,Goias,755 Fires,1/1/2004
2080,2005,Setembro,Goias,116 Fires,1/1/2005
2081,2006,Setembro,Goias,530 Fires,1/1/2006
2082,2007,Setembro,Goias,617 Fires,1/1/2007
2083,2008,Setembro,Goias,233 Fires,1/1/2008
2084,2009,Setembro,Goias,47 Fires,1/1/2009
2085,2010,Setembro,Goias,198 Fires,1/1/2010
2086,2011,Setembro,Goias,450 Fires,1/1/2011
2087,2012,Setembro,Goias,188 Fires,1/1/2012
2088,2013,Setembro,Goias,303 Fires,1/1/2013
2089,2014,Setembro,Goias,208 Fires,1/1/2014
2090,2015,Setembro,Goias,156 Fires,1/1/2015
2091,2016,Setembro,Goias,644 Fires,1/1/2016
2092,2017,Setembro,Goias,626 Fires,1/1/2017
2093,1998,Outubro,Goias,4 Fires,1/1/1998
2094,1999,Outubro,Goias,16 Fires,1/1/1999
2095,2000,Outubro,Goias,55 Fires,1/1/2000
2096,2001,Outubro,Goias,26 Fires,1/1/2001
2097,2002,Outubro,Goias,42 Fires,1/1/2002
2098,2003,Outubro,Goias,669 Fires,1/1/2003
2099,2004,Outubro,Goias,704 Fires,1/1/2004
2100,2005,Outubro,Goias,197 Fires,1/1/2005
2101,2006,Outubro,Goias,269 Fires,1/1/2006
2102,2007,Outubro,Goias,35 Fires,1/1/2007
2103,2008,Outubro,Goias,56 Fires,1/1/2008
2104,2009,Outubro,Goias,252 Fires,1/1/2009
2105,2010,Outubro,Goias,76 Fires,1/1/2010
2106,2011,Outubro,Goias,102 Fires,1/1/2011
2107,2012,Outubro,Goias,34 Fires,1/1/2012
2108,2013,Outubro,Goias,,1/1/2013
2109,2014,Outubro,Goias,122 Fires,1/1/2014
2110,2015,Outubro,Goias,21 Fires,1/1/2015
2111,2016,Outubro,Goias,56 Fires,1/1/2016
2112,2017,Outubro,Goias,51 Fires,1/1/2017
2113,1998,Novembro,Goias,21 Fires,1/1/1998
2114,1999,Novembro,Goias,84 Fires,1/1/1999
2115,2000,Novembro,Goias,19 Fires,1/1/2000
2116,2001,Novembro,Goias,66 Fires,1/1/2001
2117,2002,Novembro,Goias,348 Fires,1/1/2002
2118,2003,Novembro,Goias,347 Fires,1/1/2003
2119,2004,Novembro,Goias,279 Fires,1/1/2004
2120,2005,Novembro,Goias,384 Fires,1/1/2005
2121,2006,Novembro,Goias,45 Fires,1/1/2006
2122,2007,Novembro,Goias,26 Fires,1/1/2007
2123,2008,Novembro,Goias,16 Fires,1/1/2008
2124,2009,Novembro,Goias,61 Fires,1/1/2009
2125,2010,Novembro,Goias,88 Fires,1/1/2010
2126,2011,Novembro,Goias,79 Fires,1/1/2011
2127,2012,Novembro,Goias,72 Fires,1/1/2012
2128,2013,Novembro,Goias,84 Fires,1/1/2013
2129,2014,Novembro,Goias,43 Fires,1/1/2014
2130,2015,Novembro,Goias,9 Fires,1/1/2015
2131,2016,Novembro,Goias,156 Fires,1/1/2016
2132,2017,Novembro,Goias,152 Fires,1/1/2017
2133,1998,Dezembro,Goias,26 Fires,1/1/1998
2134,1999,Dezembro,Goias,89 Fires,1/1/1999
2135,2000,Dezembro,Goias,29 Fires,1/1/2000
2136,2001,Dezembro,Goias,45 Fires,1/1/2001
2137,2002,Dezembro,Goias,76 Fires,1/1/2002
2138,2003,Dezembro,Goias,129 Fires,1/1/2003
2139,2004,Dezembro,Goias,68 Fires,1/1/2004
2140,2005,Dezembro,Goias,17 Fires,1/1/2005
2141,2006,Dezembro,Goias,7 Fires,1/1/2006
2142,2007,Dezembro,Goias,17 Fires,1/1/2007
2143,2008,Dezembro,Goias,29 Fires,1/1/2008
2144,2009,Dezembro,Goias,20 Fires,1/1/2009
2145,2010,Dezembro,Goias,23 Fires,1/1/2010
2146,2011,Dezembro,Goias,24 Fires,1/1/2011
2147,2012,Dezembro,Goias,32 Fires,1/1/2012
2148,2013,Dezembro,Goias,,1/1/2013
2149,2014,Dezembro,Goias,45 Fires,1/1/2014
2150,2015,Dezembro,Goias,19 Fires,1/1/2015
2151,2016,Dezembro,Goias,20 Fires,1/1/2016
2152,1998,Janeiro,Maranhao,0,1/1/1998
2153,1999,Janeiro,Maranhao,54,1/1/1999
2154,2000,Janeiro,Maranhao,19,1/1/2000
2155,2001,Janeiro,Maranhao,29,1/1/2001
2156,2002,Janeiro,Maranhao,48,1/1/2002
2157,2003,Janeiro,Maranhao,436,1/1/2003
2158,2004,Janeiro,Maranhao,241,1/1/2004
2159,2005,Janeiro,Maranhao,450,1/1/2005
2160,2006,Janeiro,Maranhao,221,1/1/2006
2161,2007,Janeiro,Maranhao,428,1/1/2007
2162,2008,Janeiro,Maranhao,121,1/1/2008
2163,2009,Janeiro,Maranhao,,1/1/2009
2164,2010,Janeiro,Maranhao,319,1/1/2010
2165,2011,Janeiro,Maranhao,124,1/1/2011
2166,2012,Janeiro,Maranhao,326,1/1/2012
2167,2013,Janeiro,Maranhao,209,1/1/2013
2168,2014,Janeiro,Maranhao,195,1/1/2014
2169,2015,Janeiro,Maranhao,494,1/1/2015
2170,2016,Janeiro,Maranhao,412,1/1/2016
2171,2017,Janeiro,Maranhao,187,1/1/2017
2172,1998,Fevereiro,Maranhao,0,1/1/1998
2173,1999,Fevereiro,Maranhao,6,1/1/1999
2174,2000,Fevereiro,Maranhao,11,1/1/2000
2175,2001,Fevereiro,Maranhao,1,1/1/2001
2176,2002,Fevereiro,Maranhao,116,1/1/2002
2177,2003,Fevereiro,Maranhao,11,1/1/2003
2178,2004,Fevereiro,Maranhao,22,1/1/2004
2179,2005,Fevereiro,Maranhao,56,1/1/2005
2180,2006,Fevereiro,Maranhao,22,1/1/2006
2181,2007,Fevereiro,Maranhao,13,1/1/2007
2182,2008,Fevereiro,Maranhao,45,1/1/2008
2183,2009,Fevereiro,Maranhao,20,1/1/2009
2184,2010,Fevereiro,Maranhao,93,1/1/2010
2185,2011,Fevereiro,Maranhao,9,1/1/2011
2186,2012,Fevereiro,Maranhao,46,1/1/2012
2187,2013,Fevereiro,Maranhao,62,1/1/2013
2188,2014,Fevereiro,Maranhao,29,1/1/2014
2189,2015,Fevereiro,Maranhao,95,1/1/2015
2190,2016,Fevereiro,Maranhao,318,1/1/2016
2191,2017,Fevereiro,Maranhao,47,1/1/2017
2192,1998,Março,Maranhao,0,1/1/1998
2193,1999,Março,Maranhao,17,1/1/1999
2194,2000,Março,Maranhao,6,1/1/2000
2195,2001,Março,Maranhao,0,1/1/2001
2196,2002,Março,Maranhao,16,1/1/2002
2197,2003,Março,Maranhao,16,1/1/2003
2198,2004,Março,Maranhao,18,1/1/2004
2199,2005,Março,Maranhao,9,1/1/2005
2200,2006,Março,Maranhao,14,1/1/2006
2201,2007,Março,Maranhao,52,1/1/2007
2202,2008,Março,Maranhao,4,1/1/2008
2203,2009,Março,Maranhao,33,1/1/2009
2204,2010,Março,Maranhao,82,1/1/2010
2205,2011,Março,Maranhao,22,1/1/2011
2206,2012,Março,Maranhao,49,1/1/2012
2207,2013,Março,Maranhao,30,1/1/2013
2208,2014,Março,Maranhao,59,1/1/2014
2209,2015,Março,Maranhao,53,1/1/2015
2210,2016,Março,Maranhao,113,1/1/2016
2211,2017,Março,Maranhao,32,1/1/2017
2212,1998,Abril,Maranhao,0,1/1/1998
2213,1999,Abril,Maranhao,4,1/1/1999
2214,2000,Abril,Maranhao,6,1/1/2000
2215,2001,Abril,Maranhao,2,1/1/2001
2216,2002,Abril,Maranhao,28,1/1/2002
2217,2003,Abril,Maranhao,79,1/1/2003
2218,2004,Abril,Maranhao,,1/1/2004
2219,2005,Abril,Maranhao,43,1/1/2005
2220,2006,Abril,Maranhao,9,1/1/2006
2221,2007,Abril,Maranhao,5,1/1/2007
2222,2008,Abril,Maranhao,26,1/1/2008
2223,2009,Abril,Maranhao,14,1/1/2009
2224,2010,Abril,Maranhao,128,1/1/2010
2225,2011,Abril,Maranhao,37,1/1/2011
2226,2012,Abril,Maranhao,97,1/1/2012
2227,2013,Abril,Maranhao,62,1/1/2013
2228,2014,Abril,Maranhao,78,1/1/2014
2229,2015,Abril,Maranhao,119,1/1/2015
2230,2016,Abril,Maranhao,113,1/1/2016
2231,2017,Abril,Maranhao,91,1/1/2017
2232,1998,Maio,Maranhao,0,1/1/1998
2233,1999,Maio,Maranhao,3,1/1/1999
2234,2000,Maio,Maranhao,28,1/1/2000
2235,2001,Maio,Maranhao,21,1/1/2001
2236,2002,Maio,Maranhao,71,1/1/2002
2237,2003,Maio,Maranhao,60,1/1/2003
2238,2004,Maio,Maranhao,145,1/1/2004
2239,2005,Maio,Maranhao,74,1/1/2005
2240,2006,Maio,Maranhao,5,1/1/2006
2241,2007,Maio,Maranhao,73,1/1/2007
2242,2008,Maio,Maranhao,26,1/1/2008
2243,2009,Maio,Maranhao,19,1/1/2009
2244,2010,Maio,Maranhao,273,1/1/2010
2245,2011,Maio,Maranhao,73,1/1/2011
2246,2012,Maio,Maranhao,286,1/1/2012
2247,2013,Maio,Maranhao,100,1/1/2013
2248,2014,Maio,Maranhao,148,1/1/2014
2249,2015,Maio,Maranhao,194,1/1/2015
2250,2016,Maio,Maranhao,206,1/1/2016
2251,2017,Maio,Maranhao,142,1/1/2017
2252,1998,Junho,Maranhao,78,1/1/1998
2253,1999,Junho,Maranhao,32,1/1/1999
2254,2000,Junho,Maranhao,94,1/1/2000
2255,2001,Junho,Maranhao,100,1/1/2001
2256,2002,Junho,Maranhao,230,1/1/2002
2257,2003,Junho,Maranhao,338,1/1/2003
2258,2004,Junho,Maranhao,706,1/1/2004
2259,2005,Junho,Maranhao,529,1/1/2005
2260,2006,Junho,Maranhao,131,1/1/2006
2261,2007,Junho,Maranhao,515,1/1/2007
2262,2008,Junho,Maranhao,235,1/1/2008
2263,2009,Junho,Maranhao,279,1/1/2009
2264,2010,Junho,Maranhao,494,1/1/2010
2265,2011,Junho,Maranhao,602,1/1/2011
2266,2012,Junho,Maranhao,915,1/1/2012
2267,2013,Junho,Maranhao,498,1/1/2013
2268,2014,Junho,Maranhao,812,1/1/2014
2269,2015,Junho,Maranhao,887,1/1/2015
2270,2016,Junho,Maranhao,709,1/1/2016
2271,2017,Junho,Maranhao,885,1/1/2017
